ID ( = no data),Continent,ISO code (Code ISO 3166.1),Country,State code,Area,City,Name,2nd name,Latitude (WGS84),Longitude (WGS84),Altitude/Depth (m),Location accuracy (Yes = accurate location),Offshore - Shore distance (km),Manufacturer,Turbine,Hub height (m),Number of turbines,Total power (kW),Developer,Operator,Owner,Commissioning date (Format: yyyy or yyyymm),Status,Update
24051,Asia,KR,South Korea,,Offshore,,Southwest Offshore Wind Project,Phase 1 (Test Site),35.4821147,126.308834,-10,No,Yes (12 km),Doosan,WinDS3000/134,90,13,39000,KOWP,,KOSEP/KEPCO/,,Construction,5/1/2018
24060,Asia,IN,India,,Offshore,,Gujarat - Flowocean,,20.8,69.9,-54,No,Yes,,,,,,,,Flowocean AB,,Planned,18/06/2018
24061,Asia,IN,India,,Offshore,,Tamil Nadu - Flowocean,,9.1,79.,-9,No,Yes,,,,,,,,Flowocean AB,,Planned,18/06/2018
24062,Europe,NO,Norway,,Offshore,,Havvinddemo,,63.7,,,No,Yes,,,,,,,,,,Planned,8/6/2018
24065,America,CA,Canada,,Offshore,,Beothuk Energy Inc - St Ann’s Bay,,46.4,-60.1,-56,No,Yes,,,,,500000,Beothuk Energy Inc/,,Beothuk Energy Inc/PensionDanmark,,Planned,11/6/2018
24094,Europe,SE,Sweden,,Offshore,,Marviken,,58.55,16.86,-10,No,Yes (1 km),,,,,50000,Wind4shore,,,,Planned,15/01/2018
24111,Asia,JP,Japan,,Offshore,,Sakiyama,,32.67,128.93,-71,No,Yes,Subaru,Subaru 80/2.0,56,1,2000,,,,2016/03,Production,16/01/2018
24139,Europe,DE,Germany,,Offshore,,Trianel Borkum II,,54.5,6.47,-30,No,Yes (50 km),Senvion,6.2M152,,32,196800,Trianel GmbH,,Trianel GmbH/EWE/,,Approved,13/02/2018
24152,Europe,FR,France,,Offshore,,Provence Grand Large,Faraman,43.18,4.81,-102,No,Yes,Siemens,SWT-8.0-154,,3,24000,,,EDF-EN,,Planned,7/2/2018
24153,Europe,FR,France,,Offshore,,Gruissan,EolMed,43.4,3.36,23,No,Yes,Senvion,6.2M152,,4,24600,,,Quadran,,Planned,7/2/2018
24154,Europe,FR,France,,Offshore,,Golfe du Lion,Leuczte,42.81,3.27,-79,No,Yes,GE Energy,Haliade 150,,4,24000,,,Engie/EDP Renovaveis/Caisse des Dépôts,,Planned,7/2/2018
24793,Asia,VN,Vietnam,,Offshore,,Ben Tre 7,,9.97,106.7,-1,No,Yes,,,,,110000,Woojin Construction,,Woojin Construction,,Approved,31/05/2018
24794,Asia,VN,Vietnam,,Offshore,,Dong-Hai,V1-4,9.51,106.4,-1,No,Yes,,,,,48300,,,Unison/,,Approved,31/05/2018
24795,Asia,VN,Vietnam,,Offshore,,Ben Tre 2,Phase 1,9.83,106.71,-1,No,Yes,,,,,30000,Nexif Energy,Nexif Energy,Nexif Energy,,Planned,31/05/2018
24796,Asia,VN,Vietnam,,Offshore,,Ben Tre 2,Phases 2-3,,,,No,Yes,,,,,,,,,,Planned,31/05/2018
24797,Asia,VN,Vietnam,,Offshore,,Soc Trang 1,Phase 1,9.2,105.9,-5,No,Yes,,,,,30000,Cong Ly/Super Wind Energy,Cong Ly/Super Wind Energy,Cong Ly/Super Wind Energy,,Construction,31/05/2018
24798,Asia,VN,Vietnam,,Offshore,,Soc Trang 1,,9.2,105.9,-5,No,Yes,,,,,30000,Cong Ly,Cong Ly,Cong Ly,,Planned,31/05/2018
24801,Europe,PL,Poland,,Offshore,,Aegir 4,,54.5,15.1,-31,No,Yes,,,,,,ENERGA SA,,ENERGA SA,,Planned,1/6/2018
24802,Europe,PL,Poland,,Offshore,,FEW Baltic II,,55.9,16.64,-45,No,Yes (55 km),,,,,350000,Baltic Trade and Invest,,Baltic Trade and Invest,,Planned,1/6/2018
24803,Europe,PL,Poland,,Offshore,,Baltex 2,,54.95,16.19,-50,No,Yes (50 km),,,,,,Baltex,,Baltex,,Planned,1/6/2018
24804,Europe,PL,Poland,,Offshore,,Baltex 5,,55.6,17.67,-40,No,Yes (90 km),,,,,,Baltex,,Baltex,,Planned,1/6/2018
24805,Europe,PL,Poland,,Offshore,,Polenergia Baltyk II,Phase 1,55.8,16.88,-30,No,Yes (40 km),,,,100,600000,Polenergia,,Polenergia/Equinor ASA,,Approved,1/6/2018
24806,Europe,PL,Poland,,Offshore,,Polenergia Baltyk II,Phase 2,55.8,16.88,-30,No,Yes (40 km),,,,100,600000,Polenergia,,Polenergia/Equinor ASA,,Approved,1/6/2018
24807,Europe,PL,Poland,,Offshore,,Polenergia Baltyk III,Phase 1,54.99,17.36,-30,No,Yes (30 km),,,,100,600000,Polenergia,,Polenergia/Equinor ASA,,Approved,1/6/2018
24808,Europe,PL,Poland,,Offshore,,Polenergia Baltyk III,Phase 2,54.99,17.36,-30,No,Yes (30 km),,,,100,600000,Polenergia,,Polenergia/Equinor ASA,,Approved,1/6/2018
24839,Asia,TW,Taiwan,,Offshore,,Changhua West,,23.99,120.2,-35,No,Yes (10 km),,,,,456000,,,Taiwan Generations Corporation/PensionDanmark,,Planned,15/12/2017
24890,Asia,KR,South Korea,,Offshore,,Jeonnam,Sinan - Phase 2,35.4,125.89,-22,No,Yes,,,,,200000,POSCO,,,,Planned,5/1/2018
24891,Asia,KR,South Korea,,Offshore,,Handong Pyeongdae,,,,,No,Yes,,,,,105000,Jeju Energy Corporation,Jeju Energy Corporation,Jeju Energy Corporation,,Planned,5/1/2018
24892,Asia,KR,South Korea,,Offshore,,Pyeoson,,,,,No,Yes,,,,,135000,Jeju Energy Corporation,Jeju Energy Corporation,Jeju Energy Corporation,,Planned,5/1/2018
24893,Asia,KR,South Korea,,Offshore,,Woljeong-Haengwon,,,,,No,Yes,,,,,125000,Jeju Energy Corporation,Jeju Energy Corporation,Jeju Energy Corporation,,Planned,5/1/2018
24894,Asia,KR,South Korea,,Offshore,,Gyeongsangnam-do,,,,,No,Yes,,,,,510000,,,,,Planned,5/1/2018
24895,Asia,KR,South Korea,,Offshore,,Incheon,,,,,No,Yes,,,,,97500,,,,,Planned,5/1/2018
24896,Asia,KR,South Korea,,Offshore,,Sinan-Hanwha EC,,34.48,125.92,-13,No,Yes,,,,,400000,,,,,Planned,5/1/2018
24965,Europe,IE,Ireland,,Offshore,,Galway Bay Marine and-Renewable Energy Test Site,,53.23,-9.26,-1,No,Yes,,,,3,,,,,,Approved,10/1/2018
24966,Europe,IE,Ireland,,Offshore,,Gaelectric-Ideol,,,,,No,Yes,,,,,30000,,,Gaelectric/Ideol,,Planned,10/1/2018
24967,Europe,BE,Belgium,,Offshore,,Poseidon P60,,,,,No,Yes,,,,1,2300,Floating Power Plant,Floating Power Plant,Floating Power Plant,,Planned,12/1/2018
25025,Europe,GB,United-Kingdom,,Offshore,,Floating Power Plant Katanes,,,,,No,Yes,,,,,224000,,,,,Planned,16/02/2018
25026,Europe,GB,United-Kingdom,,Offshore,,Ideol-Atlantis Energy Project 1,,,,,No,Yes,,,,,100000,Ideol/Atlantis Energy,,Ideol/Atlantis Energy,,Planned,3/4/2018
26339,Africa,TZ,Tanzania,,Offshore,,VR Holding Tanzania,,,,,No,Yes,,,,,,VR Holding AB,VR Holding AB,VR Holding AB,,Planned,25/05/2018
26340,America,JM,Jamaica,,Offshore,,Petroleum Corporation of Jamaica offshore wind farm,,,,,No,Yes,,,,,,Petroleum Corporation of Jamaica,Petroleum Corporation of Jamaica,Petroleum Corporation of Jamaica,,Planned,28/05/2018
26470,Asia,VN,Vietnam,,Offshore,,Soc Trang 1,,9.2,105.9,-5,No,Yes,,,,,38000,Cong Ly,Cong Ly,Cong Ly,,Planned,31/05/2018
26471,Asia,VN,Vietnam,,Offshore,,Phu-Cuong,,9.3,106.4,-19,No,Yes,,,,,200000,,,,,Planned,31/05/2018
26472,Asia,VN,Vietnam,,Offshore,,Phu-Cuong,,9.3,106.16,-1,No,Yes,,,,,600000,,,,,Planned,31/05/2018
26594,America,BR,Brazil,,Offshore,,Paracuru Campo,,,,,No,Yes,,,,,9500,Petrobras,Petrobras,Petrobras,,Planned,14/06/2018
26823,Asia,CN,China,,Offshore,,Huadian Caofeidian Offshore Wind Farm,Phase 2,39.1,118.7,-6,No,Yes,,,,,100000,Huadian Power,Huadian Power,Huadian Power,,Approved,22/02/2018
